Borough,Control,Condition of External Walls,Condition of Windows,Condition of Stairways,Condition of Floors,Condition of Building,Number of Units in Building,Complete Plumbing Facilities,Toilet Breakdowns,Kitchen Facilities Functioning,Monthly Contract Rent,Senior Citizen Rent Increase Exemption (SCRIE),Public Assistance Shelter Allowance,Another Federal Housing Subsidy Program,Another State or City Housing Subsidy Program,Heating Equipment Breakdown,Exterminator Service,Cracks or Holes in Interior Walls or Ceiling,Broken Plaster or Peeling Paint on Ceiling or Inside Walls,Water Leakage Inside Apartment,Year Built,Owner in Building,Length of Lease,Race,New Rent Law,Old,More_units,Brooklyn,Manhattan,Staten Island,Bronx,score,good
4,1,999919,99919,991999,999919,2,5,0,2,1,1664,9,2,2,2,1,1,2,1,2,1,2,2,1,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,1,1,1950,9,2,2,2,1,1,2,1,2,9,2,8,1,1,1,0,0,1,0,0,8,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1180,9,2,2,2,1,1,2,1,2,7,2,4,4,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999991,3,8,0,2,1,3095,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,0,0,1,0,0,9,1
4,1,999919,99919,991999,999919,2,5,0,2,1,1664,9,2,2,2,1,1,2,1,2,1,2,2,4,1,0,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,99999,9,9,9,9,1,4,2,1,2,8,1,9,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,99999,9,9,9,9,1,2,2,1,2,1,3,9,4,1,0,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,1400,9,2,2,2,1,2,2,1,2,1,1,6,2,1,0,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1247,9,2,2,2,1,1,2,0,2,5,2,4,2,1,0,1,1,0,0,0,8,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1025,9,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,0,0,1,10,1
4,1,999919,99919,991999,999991,2,13,0,2,1,1289,9,8,8,8,1,1,2,1,2,6,2,4,1,1,0,1,0,0,0,0,9,1
4,0,999919,99919,888888,999919,2,5,0,2,1,990,2,2,2,2,1,1,2,1,2,5,1,6,1,1,0,0,0,0,0,0,9,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1600,9,2,2,2,1,1,2,0,2,5,2,2,1,1,0,1,1,0,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1200,9,2,2,2,1,4,2,1,2,5,1,3,2,1,0,1,0,0,0,0,10,1
3,1,999919,99919,199999,999919,3,10,0,2,1,1100,9,3,3,3,8,8,8,8,8,10,8,8,4,1,1,0,0,1,0,0,4,0
2,0,999919,99919,991999,999919,2,6,0,2,1,1250,9,2,2,2,1,2,2,1,2,7,2,4,1,1,1,0,1,0,0,0,10,1
1,0,999919,99919,991999,999919,2,3,0,2,1,850,9,2,2,2,1,2,2,1,2,9,2,7,1,1,1,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1150,9,2,2,2,0,1,2,0,1,8,2,2,1,1,1,0,1,0,0,0,4,0
4,1,999919,99919,991999,999919,2,8,0,2,1,1025,9,2,2,2,1,2,2,1,2,7,1,4,1,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1350,9,2,2,2,1,1,2,1,2,6,2,4,2,1,0,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,8,8,816,9,2,2,2,8,8,8,8,8,7,8,8,2,1,1,0,1,0,0,0,4,0
2,1,999919,99919,991999,999919,2,13,0,1,1,4350,3,3,3,3,0,5,2,1,2,7,2,7,1,1,1,1,1,0,0,0,6,0
4,0,999919,99919,999991,999991,2,6,0,8,8,900,2,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,0,0,0,0,2,0
2,0,999919,99919,991999,999919,2,5,0,2,1,1600,9,2,2,2,1,2,2,1,1,9,1,2,1,1,1,0,1,0,0,0,8,1
2,0,999919,99919,991999,999919,2,12,0,2,1,2700,9,2,2,2,0,1,2,1,2,8,3,2,1,1,1,1,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,12,0,2,1,880,2,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,8,12,0,2,1,1033,9,2,2,2,1,1,2,1,1,9,2,4,2,1,1,1,1,0,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,3000,9,2,2,2,1,1,2,1,2,4,3,4,1,1,0,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,1,1,900,9,2,2,2,8,5,2,1,2,7,2,3,1,1,1,0,1,0,0,0,7,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1600,9,2,2,2,1,4,2,1,2,9,1,2,1,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,6,0,2,1,1500,9,2,2,2,1,5,2,1,2,9,3,4,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,11,0,8,8,400,9,3,3,3,8,8,8,8,8,3,8,8,1,1,0,0,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,8,0,2,1,500,9,2,2,2,1,3,2,1,2,8,2,6,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1950,9,2,2,2,1,3,1,0,2,8,2,2,1,1,1,0,1,0,0,0,6,0
4,0,999919,99919,199999,199999,2,1,0,2,1,2000,9,2,2,2,1,5,2,1,2,7,2,6,4,1,1,0,0,0,0,0,6,0
3,1,999919,99919,991999,999919,2,12,0,2,1,1300,2,2,2,2,1,1,2,0,1,6,2,4,1,1,0,1,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,12,0,2,1,996,9,2,2,2,1,4,2,1,2,1,2,4,2,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1400,2,2,2,2,1,1,2,1,2,7,1,4,1,1,1,1,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,2,8,1600,9,2,2,2,1,5,2,1,2,7,1,4,1,1,1,0,1,0,0,0,9,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1000,2,2,2,2,1,1,2,1,2,8,2,4,1,1,1,1,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,1048,9,2,2,2,1,3,1,1,1,1,2,7,1,1,0,1,0,0,0,1,6,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1250,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,1,0,0,0,10,1
5,0,999919,99919,991999,999919,2,3,0,2,1,825,9,2,2,2,1,2,2,1,2,1,1,2,2,1,0,0,0,0,1,0,10,1
4,0,999919,99919,888888,999919,2,5,0,2,1,1100,9,2,2,2,1,2,2,1,2,5,2,4,6,1,0,0,0,0,0,0,9,1
2,0,999919,99919,991999,999919,2,7,0,2,1,2350,9,2,2,2,1,2,2,1,2,7,2,6,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1450,2,2,2,2,1,1,2,0,1,5,2,4,1,1,0,1,1,0,0,0,6,0
3,1,199999,99919,888888,888888,2,11,0,1,1,1200,9,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,0,1,0,0,0,0
2,0,999919,99919,991999,999919,2,5,0,2,1,2000,9,2,2,2,1,2,2,1,2,8,1,2,1,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,850,9,2,2,2,1,1,2,1,2,8,2,2,2,1,1,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,10,0,2,1,993,9,2,2,2,1,1,2,1,1,8,2,4,1,1,1,0,1,0,0,0,8,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1400,9,2,2,2,1,5,2,1,2,9,1,6,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,1800,9,2,2,2,1,1,2,1,1,3,2,7,1,1,0,1,0,1,0,0,8,1
3,0,999919,99919,888888,999919,2,13,0,2,1,3400,9,2,2,2,1,1,2,1,2,1,2,2,4,1,0,1,0,1,0,0,9,1
4,0,999919,99919,991999,999919,2,5,0,1,1,1500,9,2,2,2,1,1,2,1,2,1,2,4,1,1,0,0,0,0,0,0,8,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1005,9,2,2,2,1,5,2,1,2,8,2,2,2,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,3300,9,2,2,2,1,5,2,1,2,7,2,4,2,1,1,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,8,8,4000,9,2,2,2,1,4,2,1,2,1,2,7,1,1,0,1,0,1,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1100,2,2,2,2,1,2,1,0,2,7,2,6,1,1,1,1,0,0,0,0,6,0
3,1,999919,99919,991999,999919,2,12,0,1,1,3000,3,2,2,2,1,5,2,1,2,9,2,3,1,1,1,1,0,1,0,0,8,1
1,1,999919,99919,991999,999919,2,5,0,2,1,1700,9,2,2,2,1,1,2,1,2,1,2,2,2,1,0,0,0,0,0,1,10,1
4,0,999919,99919,991999,999919,2,13,0,2,1,975,3,2,2,2,1,1,2,1,2,4,2,4,1,1,0,1,0,0,0,0,10,1
4,0,999919,99919,991999,999991,2,3,0,2,1,1900,9,2,2,2,1,4,2,1,1,1,2,2,4,1,0,0,0,0,0,0,7,0
2,1,999919,99919,991999,999919,2,10,0,2,1,1550,9,2,2,2,1,3,2,1,2,9,2,2,4,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1100,9,2,2,2,1,3,2,0,1,6,2,4,2,1,0,1,1,0,0,0,6,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1510,9,2,2,2,1,2,2,1,2,7,2,4,1,1,1,1,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,12,0,2,1,1500,9,2,2,2,1,3,2,1,2,7,2,2,4,1,1,1,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,1,1,1850,9,2,2,2,0,2,2,0,2,10,2,2,1,1,1,0,0,1,0,0,4,0
3,1,999919,99919,999119,999919,8,13,0,2,1,1300,9,2,2,2,1,2,2,1,2,5,3,6,4,1,0,1,0,1,0,0,9,1
3,1,999919,99919,991999,999919,2,12,0,2,1,2250,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,1400,9,2,2,2,0,1,1,0,2,8,2,4,4,1,1,0,0,0,0,1,4,0
3,1,999919,99919,991999,999919,2,11,0,1,1,1850,9,2,2,2,1,1,2,1,2,6,2,2,1,1,0,0,0,1,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1265,2,2,2,2,1,1,2,1,1,9,2,4,2,1,1,0,1,0,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,2,1,4450,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,2,1,0,1,1,1,1,9,2,2,2,1,1,0,0,1,0,0,4,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,4,2,1,2,8,1,6,4,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,12,0,2,1,1280,2,2,2,2,1,1,2,1,2,3,2,1,1,1,0,1,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,8,8,7999,9,3,3,3,8,8,8,8,8,1,8,8,1,1,0,1,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,11,0,2,1,680,2,2,2,2,0,1,2,1,2,8,2,2,1,1,1,0,0,1,0,0,8,1
2,0,999919,99919,999991,999991,2,5,0,8,8,1000,9,2,2,2,8,8,8,8,8,9,8,8,6,1,1,0,1,0,0,0,2,0
1,1,999919,99919,991999,999919,2,11,0,1,1,1159,9,2,2,2,1,1,2,1,1,7,2,8,2,1,1,0,0,0,0,1,6,0
1,1,999919,99919,999991,999919,2,12,0,2,1,1573,9,2,2,2,1,1,2,1,2,1,2,4,2,1,0,1,0,0,0,1,9,1
3,1,999919,99919,991999,999919,2,8,0,2,1,1175,9,2,2,2,1,2,1,1,2,10,2,4,1,1,1,0,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,4,0,2,1,99999,9,9,9,9,1,1,2,1,2,8,2,9,4,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1000,9,2,2,2,1,1,2,1,2,7,1,6,1,1,1,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,1,1,1768,2,2,2,2,1,2,2,1,2,5,2,7,1,1,0,1,0,1,0,0,8,1
1,0,999919,99919,991999,999919,2,13,0,2,1,968,9,2,2,2,0,1,2,0,2,1,2,4,1,1,0,1,0,0,0,1,6,0
2,0,999919,99919,991999,999991,2,5,0,8,8,818,2,2,1,2,8,8,8,8,8,9,8,8,1,1,1,0,1,0,0,0,3,0
3,0,999919,99919,991999,999919,2,12,0,2,1,2950,9,2,2,2,1,5,2,1,2,1,2,2,1,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1090,2,2,2,2,8,8,8,8,8,5,2,7,4,1,0,1,0,0,0,0,6,0
4,1,999919,99919,991999,999919,2,12,0,2,1,1410,9,2,2,2,1,3,2,1,1,7,2,4,1,1,1,1,0,0,0,0,8,1
4,0,999919,99919,991999,999919,2,1,0,2,1,4700,9,2,2,2,0,4,2,0,2,1,2,2,2,1,0,0,0,0,0,0,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1200,9,2,2,2,1,3,2,1,2,8,2,7,4,1,1,0,0,0,0,1,10,1
3,1,999919,99919,919999,991999,3,11,0,2,1,1200,9,2,2,2,1,5,2,1,2,9,2,7,4,1,1,0,0,1,0,0,6,0
4,0,999919,99919,991999,999991,2,3,0,2,1,99999,9,9,9,9,1,2,2,1,2,5,1,9,1,1,0,0,0,0,0,0,9,1
2,1,999919,99919,991999,999919,2,12,0,1,1,1011,9,2,2,2,0,1,2,1,2,8,2,2,2,1,1,1,1,0,0,0,6,0
5,0,999919,99919,991999,999919,2,3,0,2,1,99999,9,9,9,9,1,1,2,1,2,2,1,9,1,1,0,0,0,0,1,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,169,2,2,2,2,1,1,2,1,1,9,2,4,2,1,1,0,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,12,0,2,1,210,9,2,2,2,0,3,2,1,2,5,2,2,5,1,0,1,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,926,9,2,2,2,1,1,2,1,2,9,2,4,3,1,1,0,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1895,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
5,0,999919,99919,991999,999919,2,3,0,2,1,900,9,2,2,2,0,4,1,0,1,9,2,6,1,1,1,0,0,0,1,0,2,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1050,9,2,2,2,1,5,1,0,2,8,2,2,4,1,1,1,0,0,0,1,6,0
3,0,999919,99919,999991,999991,8,13,0,2,1,1100,9,2,2,2,1,1,2,1,2,3,2,2,1,1,0,1,0,1,0,0,8,1
4,1,999919,99919,991999,999919,2,10,0,2,1,1200,9,3,3,3,1,2,2,1,2,7,2,2,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,11,0,2,1,3500,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1600,9,2,2,2,1,2,2,1,2,8,2,2,2,1,1,0,0,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,8,8,1600,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,1,0,0,0,1,4,0
3,0,999919,99919,991999,999919,2,5,0,1,1,7999,9,2,2,2,1,4,2,1,1,10,1,5,2,1,1,0,0,1,0,0,6,0
4,1,999919,99919,991999,999919,2,5,0,2,1,1500,9,2,2,2,1,4,2,1,2,1,1,4,1,1,0,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,3,11,0,2,1,2595,9,2,2,2,1,1,2,1,2,10,2,2,1,1,1,0,0,1,0,0,10,1
1,0,999919,99919,919999,999919,2,3,0,2,1,1867,9,1,2,2,1,4,2,1,2,5,2,2,2,1,0,0,0,0,0,1,8,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,4,2,1,2,7,1,6,1,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1300,9,2,2,2,1,1,2,1,2,8,3,2,1,1,1,1,1,0,0,0,10,1
1,0,999919,99919,991999,999919,2,6,0,8,8,1600,9,2,2,2,8,8,8,8,8,2,1,8,2,1,0,0,0,0,0,1,4,0
3,1,999919,99919,991999,999919,2,11,0,1,1,1325,9,2,2,2,0,1,2,0,1,8,2,2,6,1,1,0,0,1,0,0,2,0
3,0,999919,99919,991999,999919,2,13,0,2,1,2240,9,2,2,2,1,5,2,1,2,3,2,2,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1125,9,2,2,2,1,1,2,1,2,8,3,4,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1200,2,2,2,2,1,3,2,1,2,7,2,2,1,1,1,1,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,3000,9,2,2,2,1,5,2,1,2,1,2,2,1,1,0,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,6,0,2,1,1100,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,1,0,0,0,10,1
5,1,999919,99919,991999,999919,2,13,0,2,1,750,9,2,2,2,1,1,2,1,2,5,2,2,2,1,0,1,0,0,1,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,4,2,1,2,7,2,6,1,1,1,0,0,0,0,0,10,1
3,1,999919,99919,999991,999919,2,13,0,2,1,970,9,2,2,2,1,5,1,0,2,7,3,4,1,1,1,1,0,1,0,0,5,0
4,1,999919,99919,991999,999919,2,11,0,2,1,900,9,2,2,2,1,1,2,1,2,8,1,4,1,1,1,0,0,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,2,1,885,9,2,2,2,1,5,2,0,2,7,2,2,5,1,1,1,0,0,0,1,8,1
2,1,999199,99919,919999,999919,3,11,0,2,1,1425,9,2,2,2,0,1,2,0,1,10,2,4,1,1,1,0,1,0,0,0,0,0
4,0,999919,99919,999991,999991,2,5,0,8,8,99999,9,9,9,9,8,8,8,8,8,5,8,9,1,1,0,0,0,0,0,0,2,0
5,0,999919,99919,991999,999919,2,1,0,2,1,1800,9,2,2,2,1,2,2,1,2,3,2,6,4,1,0,0,0,0,1,0,10,1
2,1,999919,99919,991999,991999,2,11,0,2,1,970,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1100,9,2,2,1,1,1,2,1,2,7,2,2,1,1,1,1,1,0,0,0,10,1
5,0,999919,99919,991999,999919,2,3,0,2,1,1100,9,2,2,2,1,4,2,1,2,3,2,5,2,1,0,0,0,0,1,0,10,1
2,0,999919,99919,991999,999919,8,5,0,2,9,900,9,2,2,2,1,1,2,1,2,9,1,6,2,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,13,0,8,8,2500,1,2,2,2,8,8,8,8,8,7,8,8,2,1,1,1,1,0,0,0,4,0
4,1,999919,99919,991999,999919,2,13,0,2,1,2100,9,2,2,2,1,2,2,1,2,6,3,2,1,1,0,1,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,1,0,2,1,1820,9,2,2,2,1,2,2,1,2,6,2,4,2,1,0,0,0,0,0,0,10,1
2,0,999919,99919,991999,999991,2,6,0,2,1,1500,2,2,2,2,8,8,8,8,8,9,8,8,1,1,1,0,1,0,0,0,5,0
5,0,999919,99919,991999,999919,2,3,0,2,1,99999,9,9,9,9,1,2,2,1,2,3,1,9,1,1,0,0,0,0,1,0,10,1
1,1,999919,99919,991999,999919,2,12,0,8,8,257,1,2,2,2,8,8,8,8,8,8,8,8,2,1,1,1,0,0,0,1,4,0
2,0,999919,99919,991999,999919,2,10,0,2,1,2000,9,2,2,2,1,5,2,1,2,1,2,2,1,1,0,0,1,0,0,0,10,1
3,1,999919,99919,888888,999919,2,13,0,2,8,591,2,2,2,2,1,5,2,1,2,10,2,4,1,1,1,1,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,1,1,1400,2,2,2,2,1,1,2,1,2,10,2,4,2,1,1,0,0,1,0,0,8,1
3,0,999919,99919,991999,999919,2,12,0,2,1,7999,9,2,2,2,1,1,2,1,2,6,2,5,1,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,111199,2,8,0,2,1,1200,9,3,3,3,1,2,2,1,2,7,8,2,1,1,1,0,0,0,0,0,5,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1995,9,2,2,2,1,2,2,1,2,9,3,3,1,1,1,0,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,12,0,2,1,1400,9,1,2,2,1,2,2,1,2,8,2,4,1,1,1,1,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,2450,9,2,2,2,0,1,2,0,2,9,2,2,1,1,1,0,0,1,0,0,6,0
4,0,999919,99919,991999,999919,2,3,0,2,1,1400,9,2,2,2,1,2,2,1,2,6,3,7,4,1,0,0,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,2000,9,2,2,2,1,5,2,1,2,8,2,4,1,1,1,0,1,0,0,0,10,1
1,0,999919,99919,991999,999919,2,12,0,2,1,1050,9,2,2,2,1,5,2,1,2,6,1,2,1,1,0,1,0,0,0,1,10,1
2,1,999919,99919,991999,999919,3,12,0,2,1,1325,2,2,2,2,1,2,1,1,1,5,2,4,1,1,0,1,1,0,0,0,6,0
3,1,999919,99919,991999,999919,2,11,0,2,1,2100,9,2,2,2,1,1,2,1,1,10,2,2,1,1,1,0,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,12,0,2,1,800,2,2,2,2,1,1,2,1,2,8,2,6,1,1,1,1,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,500,9,2,2,2,1,1,2,1,1,9,2,6,2,1,1,1,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,800,9,2,2,2,1,1,2,1,1,9,2,2,1,1,1,0,0,1,0,0,8,1
4,0,999919,99919,991999,999991,2,7,0,2,1,1200,9,2,2,2,1,5,2,1,2,6,1,8,4,1,0,0,0,0,0,0,9,1
4,0,999919,99919,888888,888888,2,6,0,2,1,1650,9,2,2,2,1,1,2,1,2,5,1,4,1,1,0,0,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1120,9,2,2,2,1,1,2,1,2,7,2,4,1,1,1,1,1,0,0,0,10,1
1,1,999919,99919,991999,999199,3,11,0,8,8,1050,9,2,2,2,8,8,8,8,8,8,8,8,2,1,1,0,0,0,0,1,2,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,4,2,1,2,5,2,4,2,1,0,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,975,9,2,2,2,1,1,1,1,2,8,2,2,2,1,1,0,1,0,0,0,8,1
2,1,999919,99199,991999,999919,2,13,0,2,1,1400,9,2,2,2,1,1,1,1,2,5,2,4,1,1,0,1,1,0,0,0,6,0
1,0,999919,99919,991999,999919,2,13,0,2,9,215,9,1,2,2,1,1,1,1,2,2,2,2,1,1,0,1,0,0,0,1,6,0
2,0,999919,99919,991999,999919,2,13,0,2,1,1055,9,2,2,2,1,1,2,0,2,7,2,2,1,1,1,1,1,0,0,0,8,1
2,0,999919,99919,991999,999919,2,5,0,1,1,936,9,1,1,2,8,2,1,0,1,7,2,4,1,1,1,0,1,0,0,0,1,0
3,1,999919,99919,991999,999919,2,12,0,2,1,964,9,2,2,2,1,1,2,1,2,8,2,4,4,1,1,1,0,1,0,0,10,1
2,0,999919,99919,991999,999991,2,5,0,2,1,2200,9,2,2,2,1,4,2,1,1,10,1,2,1,1,1,0,1,0,0,0,7,0
3,1,999919,99919,991999,999919,2,10,0,2,1,1500,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,1,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,8,8,1277,2,2,2,2,8,8,8,8,8,7,8,8,2,1,1,1,0,0,0,1,4,0
3,0,999919,99919,991999,999919,2,11,0,8,8,3300,9,2,2,2,8,8,8,8,8,5,8,8,1,1,0,0,0,1,0,0,4,0
4,1,999919,99919,991999,999919,2,11,0,2,1,2000,9,2,2,2,0,1,2,1,2,8,2,2,1,1,1,0,0,0,0,0,8,1
3,1,999919,99919,991999,999919,2,8,0,8,8,2951,9,2,2,2,8,8,8,8,8,9,8,8,1,1,1,0,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,1275,9,2,2,2,1,1,2,1,2,6,2,2,4,1,0,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,5,0,2,1,1800,9,2,2,2,1,2,2,1,2,1,1,2,2,1,0,0,0,1,0,0,10,1
5,0,999919,99919,991999,999991,2,1,0,2,1,1300,9,2,2,2,1,4,2,1,2,2,2,2,2,1,0,0,0,0,1,0,9,1
1,1,999919,99919,991999,999919,2,13,0,2,1,99999,9,9,9,9,1,5,2,0,2,5,2,9,2,1,0,1,0,0,0,1,8,1
4,1,999919,99919,991999,999919,2,8,0,8,8,1500,2,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,0,0,0,0,4,0
3,0,999919,99919,991999,999919,2,11,0,2,8,2900,2,2,2,2,8,1,8,8,2,9,2,2,1,1,1,0,0,1,0,0,6,0
4,0,999919,99919,919999,999919,3,7,0,2,1,1100,2,2,2,2,1,4,2,0,2,5,2,6,6,1,0,0,0,0,0,0,6,0
3,0,999919,99919,991999,999919,2,6,0,2,1,1109,9,2,2,2,1,2,2,1,1,10,2,5,1,1,1,0,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,3,0,8,8,1650,9,2,2,2,8,8,8,8,8,10,8,8,2,1,1,0,1,0,0,0,4,0
5,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,4,2,1,2,1,1,6,1,1,0,0,0,0,1,0,10,1
2,0,999919,99919,991999,999919,2,5,0,8,8,1000,2,2,2,2,8,8,8,8,8,7,8,8,4,1,1,0,1,0,0,0,4,0
4,1,999919,99919,991999,999919,2,12,0,2,1,625,2,2,2,2,1,1,2,1,2,6,2,4,1,1,0,1,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,6,0,2,1,1200,9,2,2,2,1,4,1,1,1,7,2,2,4,1,1,0,1,0,0,0,6,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1500,9,2,2,2,1,2,2,1,2,1,2,2,1,1,0,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1750,9,2,2,2,0,1,2,1,2,6,2,4,1,1,0,0,0,1,0,0,8,1
1,1,999919,99919,119999,111199,1,11,0,2,1,1180,9,2,2,1,0,1,1,0,1,9,2,2,2,1,1,0,0,0,0,1,-6,0
